Blog_URL,Blog_Status,Blog_Meta,Blog_Catigory,Blog_Discription,Blog_Title,Blog_Name
http://www.webmapper.net/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Accept-Ranges': ['bytes'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.0.52 (Red Hat)'], 'Last-Modified': ['Tue, 24 Mar 2015 20:51:29 GMT'], 'Etag': ['""e725665-26bd-5120ef2637640""'], 'Date': ['Tue, 31 Mar 2015 12:08:40 GMT'], 'Content-Type': ['text/html; charset=utf-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Maps,Offering information and services for visualising geographic information online. ,Webmapper,Webmapper
http://www.tomscigars.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['PHPSESSID=2uuJclrM6fwxY%2CvLg-aa32; path=/', 'mtaShowAfter=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/', 'mtaDays=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/', 'mtaVisits=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Thu, 19 Nov 1981 08:52:00 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Link': ['<http://wp.me/s3jF>; rel=shortlink'], 'Pragma': ['no-cache'], 'Cache-Control': ['no-store, no-cache, must-revalidate, post-check=0, pre-check=0'], 'Date': ['Tue, 31 Mar 2015 12:08:38 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.tomscigars.com/xmlrpc.php']}",Recreation - Tobacco,"Cigar reviews ""without the ego and nonsense"". ",Tom's Cigar Reviews  ,Tom's Cigars
http://my.opera.com/gisuser/blog/,200,"{'X-Via': ['1-826,2-ww,3-080'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Content-Language': ['en-US'], 'X-Cache': ['HIT:19', 'MISS from proxy2'], 'Accept-Ranges': ['bytes'], 'Vary': ['Accept-Encoding'], 'Last-Modified': ['Tue, 31 Mar 2015 12:06:12 GMT'], 'Served-By': ['www.opera.com'], 'Cache-Control': ['max-age=3600'], 'Date': ['Tue, 31 Mar 2015 12:08:14 GMT'], 'Content-Type': ['text/html; charset=utf-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Maps,"Mapping, mashup, and geospatial weblog of Glenn Letham, a geographer and GIS professional. ",My Opera is now closed - Opera Software,AnyGeo.com
http://www.zdnet.com/blog/service-oriented,200,"{'X-Tx-Id': ['6818c4c2-4810-4857-aec2-4f40995abb77'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['fly_default_edition=as; expires=Tue, 07-Apr-2015 12:08:41 GMT; path=/; domain=.zdnet.com'], 'Accept-Ranges': ['bytes'], 'Expires': ['Tue, 31 Mar 2015 12:23:58 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['nginx'], 'Last-Modified': ['Tue, 31 Mar 2015 11:23:58 GMT'], 'Cache-Control': ['max-age=3600, private'], 'Date': ['Tue, 31 Mar 2015 12:08:41 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Computers - Systems,Joe McKendrick explores the challenges and opportunities of service oriented architecture. ,Service Oriented | ZDNet,Service Oriented
http://www.islate.org/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['PHPSESSID=9dcb6027547ba5dc615bfc7c3fda29b3; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Thu, 19 Nov 1981 08:52:00 GMT'], 'Server': ['nginx/1.6.2'], 'Pragma': ['no-cache'], 'Cache-Control': ['no-store, no-cache, must-revalidate, post-check=0, pre-check=0'], 'Date': ['Tue, 31 Mar 2015 12:08:41 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.islate.org/xmlrpc.php']}",Computers - Systems,"Features the insights and ramblings of five gadget enthusiasts with special focus on tablet computers. With a forum, photos, and videos. ",iSlate | The Tablet Insider,iSlate The Tablet Insider
http://www.nightfallcrew.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Accept-Ranges': ['bytes'], 'Expires': ['Tue, 31 Mar 2015 13:01:22 GMT'], 'Vary': ['Accept-Encoding,Cookie'], 'X-Powered-By': ['W3 Total Cache/0.9.4.1'], 'Server': ['Apache/2.2.16 (Debian)'], 'Last-Modified': ['Tue, 31 Mar 2015 12:01:22 GMT'], 'Etag': ['""7339-512945b6ec880""'], 'Pragma': ['public'], 'Cache-Control': ['max-age=3162, public, must-revalidate, proxy-revalidate'], 'Date': ['Tue, 31 Mar 2015 12:08:39 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Computers - Systems,Discussing Commodore and other vintage computing systems. ,Nightfall Blog,Nightfall Crew
http://www.innovativeinteractivity.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:08:43 GMT'], 'Content-Type': ['text/html']}",Computers - Multimedia,A digital watering hole for multimedia enthusiasts. ,Account Suspended,Innovative Interactivity
http://www.vagablond.com,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['__cfduid=d602dfed04be07437f1de051ab348259f1427803723; expires=Wed, 30-Mar-16 12:08:43 GMT; path=/; domain=.vagablond.com; HttpOnly', 'PHPSESSID=e295b3d64de845465a842eb1fb22ff67; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Powered-By': ['PHP/5.3.29'], 'Vary': ['Accept-Encoding,User-Agent'], 'Server': ['cloudflare-nginx'], 'Pragma': ['no-cache'], 'Cache-Control': ['no-store, no-cache, must-revalidate, post-check=0, pre-check=0'], 'Date': ['Tue, 31 Mar 2015 12:08:44 GMT'], 'Cf-Ray': ['1cfbf0f7613414d3-CDG'], 'Content-Type': ['text/html; charset=UTF-8'], 'Expires': ['Thu, 19 Nov 1981 08:52:00 GMT'], 'X-Pingback': ['http://www.vagablond.com/wordpress/xmlrpc.php']}",Recreation - Travel,"A guide to travelling in style. Covers boutique hotels, chic eateries, gadgets and more. ","Luxury Travel, Food & Wine Blog | Vagablond",Vagablond
http://www.writtenroad.com/,200,"{'Status': ['200 OK'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Powered-By': ['PHP/5.2.6-1+lenny16'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_ssl/2.2.9 OpenSSL/0.9.8g'], 'Cache-Control': ['max-age=0, no-cache'], 'Date': ['Tue, 31 Mar 2015 12:09:15 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Mod-Pagespeed': ['1.6.29.7-3343'], 'X-Pingback': ['http://www.writtenroad.com/xmlrpc.php']}",Recreation - Travel,"Glimpse into the world of travel publishing. With travel resources, travel books, and travel writer stories. ",Travel Writing & Writers Resource - Written Road,Written Road
http://www.theworldisnotflat.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Accept-Ranges': ['bytes'], 'Expires': ['Wed, 01 Apr 2015 12:08:43 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.2.14 (Ubuntu) PHP/5.3.2-1ubuntu4.28 with Suhosin-Patch mod_ssl/2.2.14 OpenSSL/0.9.8k'], 'Last-Modified': ['Mon, 09 Mar 2015 18:20:01 GMT'], 'Etag': ['""37abee-10da1-510df1514f640""'], 'Cache-Control': ['max-age=7200, must-revalidate'], 'Date': ['Tue, 31 Mar 2015 12:08:43 GMT'], 'Content-Type': ['text/html'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Recreation - Travel,Shares photos and stories of various travels into several international spots. ,"The World Is Not Flat (TwinF) | Our Travels, Your Experiences",The World Is not Flat
http://vmyths.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:08:49 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://Vmyths.com/xmlrpc.php']}",Computers - Security,Aims to eradicate the computer security hysteria. ,Vmyths ,VMyths
http://www.upgradetravelbetter.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4'], 'Link': ['<http://www.upgradetravelbetter.com/>; rel=shortlink'], 'Date': ['Tue, 31 Mar 2015 12:08:43 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.upgradetravelbetter.com/xmlrpc.php']}",Recreation - Travel,Dedicated to educating consumers on how to find the best travel deals. ,Blog | Upgrade: Travel Better,Upgrade: Travel Better
http://www.multimediashooter.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PleskLin'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['nginx'], 'Date': ['Tue, 31 Mar 2015 12:08:41 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://multimediashooter.com/wp/xmlrpc.php']}",Computers - Multimedia,Keeping track of news and developments in the multimedia world. ,"MultimediaShooter | keeping track, so you don't have to…",Multimedia Shooter
http://www.tripwolf.com/en/blog,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding', 'Accept-Encoding'], 'Server': ['nginx'], 'Date': ['Tue, 31 Mar 2015 12:08:48 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://blog.tripwolf.com/en/blog/xmlrpc.php']}",Recreation - Travel,Current events affecting travelers are discussed. ,"
tripwolf travel blog - your travel guide - the tripwolf.com blog",Tripwolf Travel Blog
http://blog.trendmicro.com/,200,"{'X-Varnish': ['35945510 35945469'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Tue, 31 Mar 2015 12:09:11 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['nginx'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Pragma': ['no-cache'], 'Cache-Control': ['max-age=20'], 'Date': ['Tue, 31 Mar 2015 12:08:51 GMT'], 'X-Frame-Options': ['SAMEORIGIN'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://blog.trendmicro.com/xmlrpc.php']}",Computers - Security,"Offering up-to-date news about worms, viruses, trojans, adware and other Internet threats. ","Simply Security News, Views and Opinions from Trend Micro, Inc",TrendLabs Anti-Malware Blog
http://webecoist.com/,200,"{'X-Served-By': ['app2v-wp.ao.prd.lax'], 'X-Cache': ['HIT from pxy1v-wp.ao.prd.lax', 'MISS from proxy2'], 'Content-Type': ['text/html; charset=UTF-8'], 'Age': ['259'], 'Expires': ['Wed, 29 Dec 1976 00:00:00 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.2.15 (CentOS)'], 'X-Varnish': ['790046461 790002282'], 'X-Cache-Hits': ['13'], 'Cache-Control': ['no-store, no-cache, must-revalidate'], 'Date': ['Tue, 31 Mar 2015 12:08:48 GMT'], 'Via': ['1.1 varnish, 1.1 proxy2 (squid/3.4.9)'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Pingback': ['http://webecoist.momtastic.com/xmlrpc.php']}",Home - Sustainable Living,"Extensive coverage of green technology, design, innovations and things you never knew you wanted to know about a sustainable lifestyle. ","Strange Nature, Rare Animals & Weird World Wonders - WebEcoist",Web Ecoist
http://usablesecurity.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.5.9-1ubuntu4.5'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.4.7'], 'Date': ['Tue, 31 Mar 2015 12:15:14 GMT'], 'Content-Type': ['text/html']}",Computers - Security,News and advice on computer security. ,,Usable Security
http://www.virusbtn.com/blog/index,200,"{'Set-Cookie': ['vbtn_session=pixrevsbktlmnequ; path=/'], 'Expires': ['Thu, 01 Jan 1970 00:00:00 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['AxKit-2/v1.1'], 'Date': ['Tue, 31 Mar 2015 12:08:54 GMT'], 'Content-Type': ['text/html; charset=utf-8']}",Computers - Security,Staying up to date with worldwide virus related news. ,Virus Bulletin : Blog,Virus Bulletin Blog
http://www.patrickhynds.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['ARRAffinity=57d7e82e7d8ca82b2296dbcfe3e8d4fefa52c5fa59fd47e4334a1d15a957f462;Path=/;Domain=www.patrickhynds.com'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Powered-By': ['PHP/5.4.38', 'ASP.NET'], 'Vary': ['Accept-Encoding'], 'Server': ['Microsoft-IIS/8.0'], 'Date': ['Tue, 31 Mar 2015 12:08:54 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://phyndsblog.azurewebsites.net/xmlrpc.php']}",Computers - Security,Patrick Hynds discusses computer security. ,TechSiege,Tech Seige
http://bizdom.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Robots-Tag': ['all'], 'X-Cache': ['MISS from proxy2'], 'Last-Modified': ['Thu, 12 Feb 2015 08:45:20 GMT'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:08:32 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'X-Content-Type-Options': ['nosniff'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:08:32 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Trivia and Lists,A business and news trivia blog as well as a source of content based solutions for the knowledge domain. ,"
Bizdom
",Bizdom
http://www.wired.com/threatlevel/,200,"{'X-Served-By': ['cache-jfk1031-JFK, cache-fra1239-FRA'], 'Age': ['82'], 'X-Cache': ['HIT, HIT, HIT', 'MISS from proxy2'], 'J-Cacheable': ['YES'], 'Accept-Ranges': ['bytes'], 'X-Timer': ['S1427803734.041735,VS0,VE0'], 'Vary': ['Accept-Encoding'], 'X-Powered-By': ['PHP/5.6.6'], 'Server': ['Apache/2.4.6 (CentOS) PHP/5.6.6'], 'Varnish-X-Cache-Hits': ['2945'], 'Via': ['1.1 varnish-v4, 1.1 varnish, 1.1 varnish, 1.1 proxy2 (squid/3.4.9)'], 'Link': ['<http://www.wired.com/wp-json>; rel=""https://github.com/WP-API/WP-API""'], 'Cache-Control': ['max-age=180'], 'Date': ['Tue, 31 Mar 2015 12:08:54 GMT'], 'X-Cache-Hits': ['2, 1'], 'Access-Control-Allow-Origin': ['*'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Pingback': ['http://www.wired.com/xmlrpc.php']}",Computers - Security,"Covering piracy, online crime and security. ",Threat Level | WIRED,Threat Level
http://www.wastedfood.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.29'], 'Date': ['Tue, 31 Mar 2015 12:08:44 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.wastedfood.com/xmlrpc.php']}",Home - Sustainable Living,Jonathan Bloom examines how and why America wastes nearly half its food. ,Wasted Food -- Jonathan Bloom on food waste and how it can be avoided | a look at how America squanders nearly half of its food,Wasted Food
http://www.assignmentx.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.3.29'], 'Set-Cookie': ['websitez_mobile_detector=%7C0%7C1892c2875a00e68645780ff40f4f011e; expires=Tue, 31-Mar-2015 13:08:43 GMT; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4'], 'Date': ['Tue, 31 Mar 2015 12:08:43 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.assignmentx.com/xmlrpc.php']}",Arts - Entertainment,"Featuring pop culture news and gossip, including movie and TV reviews. ","Assignment X « The Pop Culture Entertainment Magazine for Movies, TV, DVD, Blu-ray, Video Games, Books, Comics and Technology Assignment X",Assignment X
http://www.supportnerds.com/blog/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.4.25'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips mod_bwlimited/1.4'], 'Date': ['Tue, 31 Mar 2015 12:08:56 GMT'], 'Content-Type': ['text/html']}",Computers - Security,A computer repair and virus removal blog. ,,SupportNerds
http://www.small-scale.net/yearofmud/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.3.13'], 'Set-Cookie': ['bb2_screener_=1427803726+121.52.146.252+192.168.108.122; path=/', 'wfvt_-873152523=551a8e4f3a52e; expires=Tue, 31-Mar-2015 12:38:47 GMT; path=/; httponly'], 'Accept-Ranges': ['bytes'], 'Server': ['Apache/2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Link': ['<http://wp.me/PjHe0-1eS>; rel=shortlink'], 'Date': ['Tue, 31 Mar 2015 12:08:47 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'Age': ['0'], 'X-Pingback': ['http://www.theyearofmud.com/xmlrpc.php']}",Home - Sustainable Living,Documents the building of this individual's first cob home. ,The Year of Mud | Natural Building Workshops,The Year of Mud
